Phase,Loss,Accuracy
val,0.7077080234885216,0.75
val,0.6663427427411079,0.78125
val,0.6666056737303734,0.75
val,0.7371385022997856,0.71875
val,0.7098270654678345,0.78125
val,0.735503226518631,0.75
val,0.7539335042238235,0.75
val,0.782405823469162,0.71875
val,0.7714953944087029,0.75
val,0.7142594046890736,0.75
val,0.6366354897618294,0.8125
val,0.8202277570962906,0.71875
val,0.8054433241486549,0.75
val,0.8637633323669434,0.71875
val,0.692011833190918,0.78125
val,0.7192255705595016,0.78125
val,0.7623744681477547,0.75
val,0.6793603114783764,0.78125
val,0.8159424066543579,0.75
val,0.7803361564874649,0.78125
val,0.7120846658945084,0.78125
val,0.7278440371155739,0.75
val,0.7471868693828583,0.75
val,0.7237140908837318,0.78125
val,0.7792859673500061,0.71875
val,0.7420428842306137,0.78125
val,0.7403113096952438,0.75
val,0.7743701115250587,0.71875
val,0.7572556957602501,0.78125
val,0.7810885384678841,0.75
val,0.661930039525032,0.78125
val,0.7274331413209438,0.8125
val,0.7256039753556252,0.78125
val,0.734046533703804,0.75
val,0.6419071108102798,0.78125
val,0.6971443444490433,0.8125
val,0.7052322812378407,0.8125
val,0.7399247288703918,0.78125
val,0.7966683954000473,0.71875
val,0.6712500974535942,0.78125
val,0.7885391116142273,0.75
val,0.7656025439500809,0.75
val,0.8021941035985947,0.75
val,0.7536753788590431,0.75
val,0.7743783816695213,0.71875
val,0.7260567992925644,0.78125
val,0.8214351236820221,0.75
val,0.7720876708626747,0.78125
val,0.6994757726788521,0.78125
val,0.718824565410614,0.78125
val,0.7233321815729141,0.75
val,0.8254583403468132,0.78125
val,0.6735997870564461,0.78125
val,0.6997666209936142,0.78125
val,0.5934358760714531,0.8125
val,0.6947084814310074,0.78125
val,0.7321237362921238,0.75
val,0.7248943001031876,0.75
val,0.6871460527181625,0.75
val,0.7211827300488949,0.75
val,0.8054865226149559,0.78125
val,0.9617251455783844,0.6875
val,0.7981395050883293,0.75
val,0.8642036244273186,0.71875
val,0.7288303449749947,0.75
val,0.7676246725022793,0.75
val,0.7759209126234055,0.71875
val,0.7552369311451912,0.75
val,0.6777983941137791,0.78125
val,0.6948587074875832,0.78125
val,0.7670610323548317,0.75
val,0.7725945934653282,0.75
val,0.7847868725657463,0.71875
val,0.7068235501646996,0.75
val,0.642760619521141,0.78125
val,0.6488209366798401,0.78125
val,0.7785293161869049,0.75
val,0.7080078572034836,0.78125
val,0.6813768297433853,0.75
val,0.7067351639270782,0.78125
val,0.7732619717717171,0.75
val,0.6995480805635452,0.78125
val,0.7111455053091049,0.78125
val,0.7134759947657585,0.75
val,0.7434678301215172,0.78125
val,0.7501515820622444,0.75
val,0.8096102997660637,0.78125
val,0.7344351187348366,0.75
val,0.6355246715247631,0.8125
val,0.6582481563091278,0.78125
val,0.7166963145136833,0.75
val,0.7896153703331947,0.75
val,0.7554583251476288,0.78125
val,0.6780951023101807,0.78125
val,0.7593476176261902,0.78125
val,0.7073929496109486,0.78125
val,0.7087618336081505,0.71875
val,0.67225057259202,0.78125
val,0.6743245720863342,0.78125
