,time,open,high,low,close,volume,ticker
46,2018-05-02,12970,13540,12780,12880,1171176,POW
47,2018-05-03,12970,12970,12300,12690,1736969,POW
48,2018-05-04,12590,12880,12590,12780,976440,POW
49,2018-05-07,13160,14400,12970,13740,1944203,POW
50,2018-05-08,13930,13930,13540,13740,1537398,POW
51,2018-05-09,13740,14210,13540,13540,1083060,POW
52,2018-05-10,13540,13640,13070,13070,1152051,POW
53,2018-05-11,13160,13450,13070,13360,819030,POW
54,2018-05-14,13360,13540,13160,13450,623290,POW
55,2018-05-15,13160,13930,13160,13740,1895181,POW
56,2018-05-16,13830,13930,13640,13830,693830,POW
57,2018-05-17,13830,13930,13640,13830,1184478,POW
58,2018-05-18,13830,14310,13740,14120,1976452,POW
59,2018-05-21,14120,14310,13740,13930,3160750,POW
60,2018-05-22,13740,13830,12970,13360,1429020,POW
61,2018-05-23,13160,13740,13070,13540,1919170,POW
62,2018-05-24,13540,13740,13260,13540,388138,POW
63,2018-05-25,13360,13740,13260,13540,2197911,POW
64,2018-05-28,13360,13450,12590,12780,2170653,POW
65,2018-05-29,12690,13360,12690,13260,728556,POW
66,2018-05-30,13160,13260,12880,13070,475750,POW
67,2018-05-31,13070,13450,12970,13360,1830351,POW
68,2018-06-01,13260,13450,13260,13450,957870,POW
69,2018-06-04,13450,13540,13260,13540,745251,POW
70,2018-06-05,13540,13740,13360,13540,2905010,POW
71,2018-06-06,13540,13640,13450,13450,1186745,POW
72,2018-06-07,13540,13640,13360,13360,973810,POW
73,2018-06-08,13360,13450,12970,13260,2020050,POW
74,2018-06-11,13160,13260,12970,13260,512900,POW
75,2018-06-12,13070,13070,12880,12970,517513,POW
76,2018-06-13,12970,13160,12880,13070,790800,POW
77,2018-06-14,12970,13160,12970,12970,729128,POW
78,2018-06-15,12970,13160,12880,13160,830840,POW
79,2018-06-18,13160,13260,12780,12880,1032660,POW
80,2018-06-19,12880,12880,12020,12300,1394131,POW
81,2018-06-20,12400,12880,11920,12400,2175293,POW
82,2018-06-21,12500,12590,12210,12400,1690195,POW
83,2018-06-22,12400,12690,12400,12400,942700,POW
84,2018-06-25,12690,12780,12500,12500,986135,POW
85,2018-06-26,12690,12880,12210,12880,2845960,POW
86,2018-06-27,13160,13160,12590,12590,712980,POW
87,2018-06-28,12690,12780,12400,12500,635970,POW
88,2018-06-29,12500,12690,12300,12500,831540,POW
89,2018-07-02,12500,12500,12110,12210,730416,POW
90,2018-07-03,12210,12300,11830,11830,1193780,POW
91,2018-07-04,11830,11920,11450,11830,1150780,POW
92,2018-07-05,11730,11830,11160,11450,816591,POW
93,2018-07-06,11450,11540,10870,11260,1868830,POW
94,2018-07-09,11260,11540,10870,11160,1407200,POW
95,2018-07-10,11350,11350,10780,11060,851630,POW
96,2018-07-11,11060,11060,10300,10590,1295200,POW
97,2018-07-12,10490,10490,10210,10490,1317750,POW
98,2018-07-13,10300,10490,10210,10490,489946,POW
99,2018-07-16,10400,10590,10400,10490,315451,POW
100,2018-07-17,10590,10590,10400,10490,697600,POW
101,2018-07-18,10490,11260,10400,11260,2205187,POW
102,2018-07-19,11160,12590,11160,12400,3757005,POW
103,2018-07-20,12400,12400,12020,12300,1244770,POW
104,2018-07-23,12300,12300,11920,0,802090,POW
105,2018-07-24,12020,12300,11730,12020,1534210,POW
106,2018-07-25,12020,12210,12020,12020,1128100,POW
107,2018-07-26,12020,12210,11920,12110,607800,POW
108,2018-07-27,12110,12590,11920,12500,2084160,POW
109,2018-07-30,12500,12690,12400,12590,1077075,POW
110,2018-07-31,12500,12690,12300,12500,1040300,POW
111,2018-08-01,12400,12500,12210,12400,869520,POW
112,2018-08-02,12300,12400,12110,12300,503478,POW
113,2018-08-03,12400,12970,12300,12690,2312204,POW
114,2018-08-06,12880,12880,12590,12690,553870,POW
115,2018-08-07,12590,12780,12500,12690,721763,POW
116,2018-08-08,12780,13160,12590,13070,2619510,POW
117,2018-08-09,13160,13450,12970,13260,2164320,POW
118,2018-08-10,13260,13260,12880,13260,1147385,POW
119,2018-08-13,13070,13260,12970,13070,1984650,POW
120,2018-08-14,13070,13070,12780,12780,988038,POW
121,2018-08-15,12880,12970,12210,12400,1169172,POW
122,2018-08-16,12300,12400,12110,12400,942255,POW
123,2018-08-17,12590,12780,12400,12590,808090,POW
124,2018-08-20,12590,12690,12400,12400,270855,POW
125,2018-08-21,12500,12690,12400,12400,471320,POW
126,2018-08-22,12590,12690,12400,12500,502713,POW
127,2018-08-23,12590,12690,12500,12590,448010,POW
128,2018-08-24,12690,12690,12500,12500,273220,POW
129,2018-08-27,12500,12690,12400,12690,1136652,POW
130,2018-08-28,12690,12780,12590,12690,1527425,POW
131,2018-08-29,12690,13360,12690,13260,3400083,POW
132,2018-08-30,13260,13540,13070,13450,2004651,POW
133,2018-08-31,13640,13640,13260,13450,3188217,POW
134,2018-09-04,13450,13450,13160,13160,1650290,POW
135,2018-09-05,13070,13160,12780,13070,1462960,POW
136,2018-09-06,12880,13260,12880,13160,591107,POW
137,2018-09-07,13070,13540,13070,13450,1986280,POW
138,2018-09-10,13540,13930,13450,13930,4048811,POW
139,2018-09-11,13930,14310,13830,14310,4406265,POW
140,2018-09-12,14310,14400,14020,14020,1712540,POW
141,2018-09-13,14020,14210,13930,14020,1475238,POW
142,2018-09-14,13930,14310,13930,14120,1299603,POW
143,2018-09-17,14120,14600,14120,14400,2722172,POW
144,2018-09-18,14400,14400,14210,14400,2865790,POW
145,2018-09-19,14400,14690,14210,14600,2621699,POW
146,2018-09-20,14690,15640,14690,15550,4010545,POW
147,2018-09-21,15740,15740,14780,15170,3322352,POW
148,2018-09-24,15170,15360,14980,15170,1859443,POW
149,2018-09-25,15070,15550,15070,15360,2615932,POW
150,2018-09-26,15360,15450,15170,15260,2119376,POW
151,2018-09-27,15260,15450,15170,15450,2097285,POW
152,2018-09-28,15450,15930,15450,15930,5984645,POW
153,2018-10-01,15930,16120,15640,15740,3473515,POW
154,2018-10-02,15930,16020,15640,15840,4365303,POW
155,2018-10-03,15740,15930,15640,15840,1705816,POW
156,2018-10-04,16020,16020,15640,15740,3301577,POW
157,2018-10-05,15740,15740,15070,15170,3367523,POW
158,2018-10-08,15360,15360,14690,14780,2445695,POW
159,2018-10-09,14780,14880,14310,14500,2149499,POW
160,2018-10-10,14600,14880,14400,14780,1646091,POW
161,2018-10-11,14500,14600,13160,13740,4019253,POW
162,2018-10-12,13450,14500,13160,14400,2866537,POW
163,2018-10-15,14400,14500,14020,14120,1275500,POW
164,2018-10-16,14210,14310,13830,13930,1852950,POW
165,2018-10-17,14120,14500,14020,14120,989425,POW
166,2018-10-18,14120,14210,13740,13740,1474055,POW
167,2018-10-19,13740,13740,13450,13540,2106500,POW
168,2018-10-22,13640,13830,13450,13540,803910,POW
169,2018-10-23,13450,13540,13160,13450,1658420,POW
170,2018-10-24,13360,13540,12780,13070,1657100,POW
171,2018-10-25,12690,13160,12400,13160,1658171,POW
172,2018-10-26,13070,13360,12970,13160,592140,POW
173,2018-10-29,13070,13160,12880,12880,625800,POW
174,2018-10-30,12970,12970,12780,12970,809993,POW
175,2018-10-31,13160,13360,12970,13260,822940,POW
176,2018-11-01,13160,13160,12970,12970,455510,POW
177,2018-11-02,12970,13260,12970,13160,559767,POW
178,2018-11-05,13070,13260,12970,13160,493960,POW
179,2018-11-06,13160,13540,13160,13360,1149809,POW
180,2018-11-07,13360,13360,13070,13260,385667,POW
181,2018-11-08,13360,13740,13260,13740,1541791,POW
182,2018-11-09,13640,13640,13160,13160,865720,POW
183,2018-11-12,13070,13360,13070,13260,422097,POW
184,2018-11-13,13160,13260,12970,13160,586620,POW
185,2018-11-14,13070,13160,12780,12880,666702,POW
186,2018-11-15,12970,12970,12690,12780,435230,POW
187,2018-11-16,12880,13740,12880,13540,2029903,POW
188,2018-11-19,13740,13930,13450,13640,1083143,POW
189,2018-11-20,13540,13640,13360,13540,608860,POW
190,2018-11-21,13360,13640,13070,13540,705927,POW
191,2018-11-22,13450,13930,13450,13930,1713090,POW
192,2018-11-23,14120,14120,13640,13740,1279600,POW
193,2018-11-26,13740,14600,13740,14400,1481185,POW
194,2018-11-27,14400,14500,14020,14120,1115600,POW
195,2018-11-28,14210,14310,14120,14210,647448,POW
196,2018-11-29,14310,14400,13930,14020,1219592,POW
197,2018-11-30,14020,14120,13830,14120,738390,POW
198,2018-12-03,14310,14400,14120,14310,1255405,POW
199,2018-12-04,14310,14980,14310,14880,3482852,POW
200,2018-12-05,14690,14880,14500,14880,1799701,POW
201,2018-12-06,14880,14880,14500,14690,1615808,POW
202,2018-12-07,14690,14780,14600,14780,1204452,POW
203,2018-12-10,14780,14780,14500,14600,1176472,POW
204,2018-12-11,14500,14600,14210,14310,1740230,POW
205,2018-12-12,14400,14690,14400,14600,540080,POW
206,2018-12-13,14690,14780,14600,14690,896689,POW
207,2018-12-14,14690,16219,14500,14500,1083590,POW
208,2018-12-17,14600,14600,14120,14120,983130,POW
209,2018-12-18,14020,14310,13740,14310,1879706,POW
210,2018-12-19,14310,14400,14120,14310,1034990,POW
211,2018-12-20,14120,14400,13740,14310,707270,POW
212,2018-12-21,14310,14310,14120,14310,951510,POW
213,2018-12-24,12780,14310,12780,14120,947390,POW
214,2018-12-25,13930,14120,13540,14020,1487785,POW
215,2018-12-26,14020,14210,12020,14210,1406680,POW
216,2018-12-27,14310,15360,14210,15260,6707000,POW
217,2019-01-14,14980,15070,14600,14880,5012350,POW
218,2019-01-15,14930,15070,14640,14980,2169510,POW
219,2019-01-16,14980,14980,14830,14880,2143250,POW
220,2019-01-17,14830,14980,14740,14880,2113620,POW
221,2019-01-18,14780,14830,14500,14500,1448780,POW
222,2019-01-21,14500,14830,14120,14640,1817190,POW
223,2019-01-22,14640,14830,14640,14780,1768140,POW
224,2019-01-23,14780,14780,14640,14780,977240,POW
225,2019-01-24,14690,14780,14640,14690,517110,POW
226,2019-01-25,14690,14690,14600,14690,435200,POW
227,2019-01-28,14690,15120,14690,15020,3064880,POW
228,2019-01-29,15070,15640,14930,15550,4980230,POW
229,2019-01-30,15550,16550,15550,16020,7552940,POW
230,2019-01-31,16020,16170,15640,15690,2362380,POW
231,2019-02-01,15600,15930,15600,15790,1619200,POW
232,2019-02-11,15880,16309,15880,16170,3752380,POW
233,2019-02-12,16219,16219,16070,16120,2686510,POW
234,2019-02-13,16120,16120,15930,16070,3916110,POW
235,2019-02-14,16020,16410,15930,16070,5089900,POW
236,2019-02-15,16170,16219,15980,15980,3055960,POW
237,2019-02-15,16170,16219,15980,15980,3055960,POW
238,2019-02-18,16070,16690,16070,16690,8489990,POW
239,2019-02-19,16690,16790,16120,16170,3702110,POW
240,2019-02-20,16120,16219,15790,15790,3391290,POW
241,2019-02-21,15740,16020,15600,15690,4536990,POW
242,2019-02-22,15690,15790,15220,15450,5377940,POW
243,2019-02-25,15450,15740,15450,15640,1893470,POW
244,2019-02-26,15640,15690,15400,15500,1675950,POW
245,2019-02-27,15500,15740,15500,15640,1365590,POW
246,2019-02-28,15690,15690,15360,15360,1692050,POW
247,2019-03-01,15360,15930,15310,15930,2603830,POW
248,2019-03-04,16020,16170,15690,15690,2024920,POW
249,2019-03-05,15840,16309,15690,16020,3907610,POW
250,2019-03-06,16120,16260,15880,16070,2418960,POW
251,2019-03-07,16120,16219,15930,16170,1974070,POW
252,2019-03-08,16020,16020,15840,15930,1326590,POW
253,2019-03-11,15930,15930,15400,15600,2640560,POW
254,2019-03-12,15790,15930,15450,15600,3079800,POW
255,2019-03-13,15930,15980,15740,15740,2715120,POW
256,2019-03-14,15790,15840,15690,15790,1338070,POW
257,2019-03-15,15840,15840,15550,15550,1643500,POW
258,2019-03-18,15550,15550,14880,15070,5694310,POW
259,2019-03-19,15070,15360,14780,14830,2644790,POW
260,2019-03-20,14830,15400,14550,15120,4660610,POW
261,2019-03-21,15220,15260,14600,14600,2162840,POW
262,2019-03-22,14600,14930,14600,14780,2211480,POW
263,2019-03-25,14400,14550,14160,14210,3191830,POW
264,2019-03-26,14450,14450,14120,14160,1539410,POW
265,2019-03-27,14310,14830,14310,14690,3047950,POW
266,2019-03-28,14640,14690,14550,14550,457770,POW
267,2019-03-29,14690,14740,14450,14450,696560,POW
268,2019-04-01,14500,14600,14360,14600,1403170,POW
269,2019-04-02,14780,14830,14600,14600,2096660,POW
270,2019-04-03,14640,14640,14500,14600,587910,POW
271,2019-04-04,14690,14740,14550,14550,1308300,POW
272,2019-04-05,14690,14830,14550,14690,1648190,POW
273,2019-04-08,14740,14880,14690,14830,2362440,POW
274,2019-04-09,14930,14930,14550,14550,999160,POW
275,2019-04-10,14550,14550,14310,14360,1394870,POW
276,2019-04-11,14400,14450,14310,14360,681090,POW
277,2019-04-12,14310,14450,14260,14450,600920,POW
278,2019-04-16,14360,14360,14210,14310,671970,POW
279,2019-04-17,14400,14400,13980,13980,1109360,POW
280,2019-04-18,13980,14260,13640,13740,1797300,POW
281,2019-04-19,13740,13930,13310,13450,2911730,POW
282,2019-04-22,13450,13690,13360,13590,644070,POW
283,2019-04-23,13540,13830,13360,13500,1585540,POW
284,2019-04-24,13540,13830,13450,13830,1116670,POW
285,2019-04-25,13830,13830,13590,13690,507830,POW
286,2019-04-26,13540,14120,13500,14120,1125830,POW
287,2019-05-02,14120,14160,13930,13980,741980,POW
288,2019-05-03,13980,14020,13880,13930,548580,POW
289,2019-05-06,13540,13740,13450,13590,719510,POW
290,2019-05-07,13590,13690,13260,13260,1733430,POW
291,2019-05-08,13260,13360,13020,13070,1830900,POW
292,2019-05-09,13210,13260,12690,12880,2839890,POW
293,2019-05-10,13020,13020,12740,12970,1510150,POW
294,2019-05-13,13160,13640,13160,13590,2065340,POW
295,2019-05-14,13740,14500,13740,14500,5562230,POW
296,2019-05-15,15020,15220,14740,14780,4049060,POW
297,2019-05-16,14690,14880,14500,14500,2155740,POW
298,2019-05-17,14600,14930,14550,14740,3015910,POW
299,2019-05-20,14780,14880,14690,14780,2200780,POW
300,2019-05-21,14780,14880,14640,14690,2095150,POW
301,2019-05-22,14740,15020,14690,14740,2668910,POW
302,2019-05-23,14640,14780,14600,14780,1087530,POW
303,2019-05-24,14780,15070,14600,14980,2890960,POW
304,2019-05-27,15070,15220,14980,15070,2310430,POW
305,2019-05-28,15260,15450,15070,15260,5215080,POW
306,2019-05-29,15070,15170,14980,14980,1945380,POW
307,2019-05-30,15070,15070,14930,14980,1021950,POW
308,2019-05-31,14980,14980,14550,14550,1733870,POW
309,2019-06-03,14450,14690,14210,14500,1182880,POW
310,2019-06-04,14500,14880,14500,14780,857300,POW
311,2019-06-05,14880,14930,14780,14880,1431870,POW
312,2019-06-06,14880,15020,14780,15020,1463300,POW
313,2019-06-07,15120,15360,15120,15310,3216140,POW
314,2019-06-10,15550,15640,15310,15360,2921550,POW
315,2019-06-11,15360,15400,15070,15120,1320290,POW
316,2019-06-12,15120,15120,14930,15020,1922670,POW
317,2019-06-13,15020,15020,14740,14880,1315050,POW
318,2019-06-14,14690,15020,14690,14880,520010,POW
319,2019-06-17,15220,15260,14980,15220,3637680,POW
320,2019-06-18,15260,15310,15020,15070,3147750,POW
321,2019-06-19,15170,15170,14930,14930,1797490,POW
322,2019-06-20,14880,14930,14740,14780,1217460,POW
323,2019-06-21,14690,14980,14600,14690,33346330,POW
324,2019-06-24,14690,14690,14120,14160,2920390,POW
325,2019-06-25,14160,14500,14070,14160,2049410,POW
326,2019-06-26,14160,14310,14120,14120,882080,POW
327,2019-06-27,14120,14160,13740,13780,1137220,POW
328,2019-06-28,13780,14500,13690,14500,2710410,POW
329,2019-07-01,14310,14400,14210,14310,935300,POW
330,2019-07-02,14310,14310,13830,14120,355030,POW
331,2019-07-03,14020,14160,13930,14070,494650,POW
332,2019-07-04,14160,14260,14020,14120,541380,POW
333,2019-07-05,14160,14160,13980,14020,563140,POW
334,2019-07-08,14020,14120,13930,13980,563020,POW
335,2019-07-09,13930,14020,13830,13830,461750,POW
336,2019-07-10,13930,14160,13930,14020,990310,POW
337,2019-07-11,14120,14160,13980,14120,588150,POW
338,2019-07-12,14210,14310,14020,14210,1071280,POW
339,2019-07-15,14070,14210,14020,14020,410750,POW
340,2019-07-16,14020,14120,13930,13930,1042270,POW
341,2019-07-17,13930,13930,13780,13880,640600,POW
342,2019-07-18,13880,13880,13640,13690,886370,POW
343,2019-07-19,13740,13830,13360,13400,1377980,POW
344,2019-07-22,13450,13740,13260,13360,1507590,POW
345,2019-07-23,13360,13500,13310,13450,668930,POW
346,2019-07-24,13740,13740,13400,13400,698410,POW
347,2019-07-25,13640,13640,13450,13500,1064760,POW
348,2019-07-26,13640,13740,13500,13500,948270,POW
349,2019-07-29,13590,13640,13310,13400,785670,POW
350,2019-07-30,13400,13450,13160,13160,1393240,POW
351,2019-07-31,13160,13450,13070,13450,981860,POW
352,2019-08-01,13540,13590,13160,13260,1116990,POW
353,2019-08-02,13310,13590,13160,13360,2041200,POW
354,2019-08-05,13400,13690,13260,13260,1529800,POW
355,2019-08-06,12780,13210,12780,12830,1577560,POW
356,2019-08-07,12880,13160,12740,12780,2120610,POW
357,2019-08-08,12830,12920,12640,12740,1407860,POW
358,2019-08-09,12920,12970,12780,12830,1188030,POW
359,2019-08-12,12880,12920,12690,12690,1058150,POW
360,2019-08-13,12690,12740,12160,12300,2625640,POW
361,2019-08-14,12500,12590,12300,12300,1316790,POW
362,2019-08-15,12070,12300,12020,12210,900070,POW
363,2019-08-16,12210,12400,12210,12300,1054600,POW
364,2019-08-19,12540,12540,12210,12350,937260,POW
365,2019-08-20,12350,12450,12300,12350,821310,POW
366,2019-08-21,12400,12690,12350,12690,2333080,POW
367,2019-08-22,12780,12830,12640,12640,1289090,POW
368,2019-08-23,12690,12690,12590,12590,924650,POW
369,2019-08-26,12400,12590,12300,12300,1082960,POW
370,2019-08-27,12350,12540,12300,12540,1379470,POW
371,2019-08-28,12540,12590,12300,12300,730320,POW
372,2019-08-29,12400,12400,12210,12210,744490,POW
373,2019-08-30,12350,12400,12260,12300,309500,POW
374,2019-09-03,12400,12400,12260,12300,324860,POW
375,2019-09-04,12300,12350,12210,12300,278680,POW
376,2019-09-05,12300,12350,12210,12260,404840,POW
377,2019-09-06,12350,12350,12210,12210,230770,POW
378,2019-09-09,12210,12300,12020,12020,628570,POW
379,2019-09-10,12020,12160,11730,11730,763800,POW
380,2019-09-11,11730,11830,11540,11640,559360,POW
381,2019-09-12,11640,12070,11640,11830,720450,POW
382,2019-09-13,11920,12210,11920,12070,802520,POW
383,2019-09-16,12300,12350,12070,12110,820120,POW
384,2019-09-17,12070,12110,11920,11920,522850,POW
385,2019-09-18,11920,12300,11920,12110,713690,POW
386,2019-09-19,12210,12210,12070,12110,707480,POW
387,2019-09-20,12160,12160,11970,11970,1311040,POW
388,2019-09-23,11970,12160,11970,11970,650780,POW
389,2019-09-24,11970,12020,11920,11920,485060,POW
390,2019-09-25,11920,11970,11730,11780,979390,POW
391,2019-09-26,11880,11880,11640,11730,1515400,POW
392,2019-09-27,11920,12260,11780,12110,3040780,POW
393,2019-09-30,12160,12500,12110,12300,2611700,POW
394,2019-10-01,12300,12400,12210,12260,1071420,POW
395,2019-10-02,12260,12260,12110,12210,949780,POW
396,2019-10-03,12110,12160,11920,12020,1066530,POW
397,2019-10-04,12070,12400,12070,12260,2776940,POW
398,2019-10-07,12260,12500,12260,12400,2550910,POW
399,2019-10-08,12500,12590,12260,12350,1731410,POW
400,2019-10-09,12350,12400,12260,12260,1281030,POW
401,2019-10-10,12300,12400,12210,12300,2137300,POW
402,2019-10-11,12350,12350,12110,12160,1290330,POW
403,2019-10-14,12210,12300,12110,12260,1608460,POW
404,2019-10-15,12210,12260,12160,12210,1110460,POW
405,2019-10-16,12260,12640,12210,12540,4518750,POW
406,2019-10-17,12640,12690,12500,12590,1820970,POW
407,2019-10-18,12640,12880,12640,12690,4298110,POW
408,2019-10-21,12690,12690,12500,12540,1395670,POW
409,2019-10-22,12540,12540,12350,12450,2448870,POW
410,2019-10-23,12450,12590,12300,12400,2690170,POW
411,2019-10-24,12500,12590,12450,12500,1342400,POW
412,2019-10-25,12590,12690,12500,12590,1917280,POW
413,2019-10-28,12640,12690,12500,12500,1910680,POW
414,2019-10-29,12450,12590,12300,12300,2227560,POW
415,2019-10-30,12300,12450,12260,12350,1328290,POW
416,2019-10-31,12500,12740,12400,12450,2865390,POW
417,2019-11-01,12540,12920,12400,12920,3475030,POW
418,2019-11-04,12970,13310,12830,13120,5394180,POW
419,2019-11-05,13160,13210,13070,13070,2233670,POW
420,2019-11-06,13070,13210,12970,12970,3032590,POW
421,2019-11-07,13120,13120,12920,12970,1584190,POW
422,2019-11-08,13070,13070,12880,12880,1541280,POW
423,2019-11-11,12920,12920,12740,12780,2413190,POW
424,2019-11-12,12780,12830,12690,12780,1766020,POW
425,2019-11-13,12780,12970,12780,12780,1900110,POW
426,2019-11-14,12780,12880,12740,12780,1245380,POW
427,2019-11-15,12830,12880,12740,12830,1774620,POW
428,2019-11-18,12970,13070,12880,13020,2409180,POW
429,2019-11-19,13070,13160,13020,13120,1239810,POW
430,2019-11-20,13160,13210,13020,13070,1408400,POW
431,2019-11-21,13070,13070,12880,13070,1206600,POW
432,2019-11-22,13020,13070,12690,12690,1981770,POW
433,2019-11-25,12740,12780,12540,12690,1251490,POW
434,2019-11-26,12690,12830,12640,12780,1976450,POW
435,2019-11-27,12740,12830,12590,12640,1190110,POW
436,2019-11-28,12640,12640,12260,12300,2086560,POW
437,2019-11-29,12300,12350,12110,12210,1573450,POW
438,2019-12-02,12210,12540,11920,12020,1412320,POW
439,2019-12-03,11920,12020,11730,11830,2078100,POW
440,2019-12-04,11730,12110,11730,12110,873600,POW
441,2019-12-05,12160,12160,11970,12070,843930,POW
442,2019-12-06,12020,12070,11970,12070,462520,POW
443,2019-12-09,12110,12110,11970,12020,782040,POW
444,2019-12-10,11970,12020,11780,11780,1932240,POW
445,2019-12-11,11830,11920,11780,11920,583750,POW
446,2019-12-12,11970,11970,11830,11830,752860,POW
447,2019-12-13,11880,11920,11780,11780,994940,POW
448,2019-12-16,11830,12070,11780,12070,1470600,POW
449,2019-12-17,12110,12110,11780,11780,704870,POW
450,2019-12-18,11780,11880,11730,11780,1228730,POW
451,2019-12-19,11830,11970,11780,11880,983350,POW
452,2019-12-20,11920,11970,11780,11780,2979160,POW
453,2019-12-23,11880,11970,11830,11830,1691740,POW
454,2019-12-24,11920,11970,11780,11830,964320,POW
455,2019-12-25,11830,11830,11590,11730,2503850,POW
456,2019-12-26,11680,11780,11640,11680,818600,POW
457,2019-12-27,11680,11730,11160,11210,3954730,POW
458,2019-12-30,11160,11260,10830,10970,3067050,POW
459,2019-12-31,10970,11060,10870,10920,1263220,POW
