time,open,high,low,close,volume,ticker
2012-04-25,4340,4390,4300,4320,181600,ACB
2012-04-26,4360,4360,4220,4270,307800,ACB
2012-04-27,4270,4320,4260,4320,268900,ACB
2012-05-02,4270,4300,4240,4260,263900,ACB
2012-05-03,4220,4290,4220,4240,468700,ACB
2012-05-04,4240,4290,4240,4290,315700,ACB
2012-05-07,4290,4320,4270,4300,293600,ACB
2012-05-08,4300,4460,4300,4360,858000,ACB
2012-05-09,4320,4390,4270,4340,324000,ACB
2012-05-10,4340,4410,4300,4320,581900,ACB
2012-05-11,4320,4360,4270,4290,349000,ACB
2012-05-14,4320,4410,4270,4290,1015200,ACB
2012-05-15,4290,4320,4260,4290,877400,ACB
2012-05-16,4290,4320,4270,4300,824500,ACB
2012-05-17,4290,4320,4290,4300,659100,ACB
2012-05-18,4290,4290,4190,4240,1051500,ACB
2012-05-21,4220,4340,4220,4340,244900,ACB
2012-05-22,4290,4360,4040,4290,242400,ACB
2012-05-23,4290,4300,4270,4290,556100,ACB
2012-05-24,4290,4300,4270,4270,609200,ACB
2012-05-25,4270,4340,4270,4340,203500,ACB
2012-05-28,4340,4360,4300,4320,172200,ACB
2012-05-29,4290,4340,4290,4320,233300,ACB
2012-05-30,4320,4340,4300,4320,56500,ACB
2012-05-31,4300,4320,4290,4300,441000,ACB
2012-06-01,4300,4320,4300,4300,81400,ACB
2012-06-04,4300,4320,4270,4290,425900,ACB
2012-06-05,4290,4320,4290,4300,253100,ACB
2012-06-06,4300,4340,4300,4320,92400,ACB
2012-06-07,4290,4340,4290,4320,53900,ACB
2012-06-08,4340,4360,4290,4300,126100,ACB
2012-06-11,4190,4320,4190,4300,166800,ACB
2012-06-12,4320,4320,4290,4300,210500,ACB
2012-06-13,4290,4320,4290,4300,289700,ACB
2012-06-14,4300,4320,4290,4290,294900,ACB
2012-06-15,4290,4300,4290,4290,180600,ACB
2012-06-18,4290,4340,4290,4320,129000,ACB
2012-06-19,4320,4340,4300,4320,402200,ACB
2012-06-20,4340,4340,4300,4320,339300,ACB
2012-06-21,4300,4340,4300,4320,711600,ACB
2012-06-22,4320,4320,4300,4300,568200,ACB
2012-06-25,4320,4320,4290,4290,283900,ACB
2012-06-26,4320,4320,4270,4300,725600,ACB
2012-06-27,4300,4320,4290,4300,560400,ACB
2012-06-28,4290,4320,4290,4290,622500,ACB
2012-06-29,4320,4320,4290,4300,1184300,ACB
2012-07-02,4320,4320,4290,4290,141000,ACB
2012-07-03,4290,4300,4290,4290,752300,ACB
2012-07-04,4290,4300,4290,4290,250500,ACB
2012-07-05,4290,4300,4290,4290,225500,ACB
2012-07-06,4290,4320,4290,4300,172900,ACB
2012-07-09,4320,4320,4270,4290,1134500,ACB
2012-07-10,4290,4300,4270,4290,872200,ACB
2012-07-11,4270,4300,4270,4290,365500,ACB
2012-07-12,4290,4290,4270,4290,424600,ACB
2012-07-13,4270,4290,4270,4270,391400,ACB
2012-07-16,4270,4290,4270,4290,95900,ACB
2012-07-17,4290,4320,4270,4320,95800,ACB
2012-07-18,4300,4320,4290,4300,24700,ACB
2012-07-19,4320,4320,4290,4300,70000,ACB
2012-07-20,4290,4320,4290,4300,115900,ACB
2012-07-23,4300,4320,4290,4300,177700,ACB
2012-07-24,4290,4300,4290,4290,86200,ACB
2012-07-25,4290,4300,4290,4290,89400,ACB
2012-07-26,4290,4300,4290,4300,721300,ACB
2012-07-27,4300,4320,4290,4300,291300,ACB
2012-07-30,4300,4320,4290,4300,83500,ACB
2012-07-31,4300,4320,4290,4300,79800,ACB
2012-08-01,4290,4320,4290,4300,245700,ACB
2012-08-02,4300,4320,4290,4300,295100,ACB
2012-08-03,4300,4300,4290,4300,57800,ACB
2012-08-06,4290,4320,4290,4320,222600,ACB
2012-08-07,4320,4320,4290,4290,126800,ACB
2012-08-08,4290,4300,4290,4300,151100,ACB
2012-08-09,4300,4320,4290,4320,42800,ACB
2012-08-10,4300,4300,4290,4300,65300,ACB
2012-08-13,4290,4320,4290,4300,127800,ACB
2012-08-14,4300,4320,4290,4300,154300,ACB
2012-08-15,4290,4320,4290,4320,89800,ACB
2012-08-16,4300,4320,4300,4300,71000,ACB
2012-08-17,4300,4320,4300,4320,194000,ACB
2012-08-20,4320,4340,4300,4340,87100,ACB
2012-08-21,4300,4300,4040,4040,904600,ACB
2012-08-22,3770,3770,3770,3770,688900,ACB
2012-08-23,3520,3540,3520,3520,260600,ACB
2012-08-24,3280,3750,3280,3640,1633900,ACB
2012-08-27,3650,3680,3380,3380,924300,ACB
2012-08-28,3270,3350,3150,3180,757900,ACB
2012-08-29,3100,3370,3100,3350,734900,ACB
2012-08-30,3430,3430,3320,3350,433300,ACB
2012-08-31,3350,3350,3300,3320,563300,ACB
2012-09-04,3320,3350,3300,3300,523200,ACB
2012-09-05,3420,3520,3280,3300,758800,ACB
2012-09-06,3320,3320,3250,3270,550800,ACB
2012-09-07,3270,3280,3220,3230,716500,ACB
2012-09-10,3230,3230,3020,3030,902000,ACB
2012-09-11,3180,3180,3000,3000,456200,ACB
2012-09-12,3020,3100,2980,2980,332700,ACB
2012-09-13,2980,3000,2950,2960,631500,ACB
2012-09-14,3000,3100,3000,3020,728300,ACB
2012-09-17,3030,3100,3000,3050,740500,ACB
2012-09-18,3050,3050,2850,2850,742700,ACB
2012-09-19,2680,2830,2660,2660,4103000,ACB
2012-09-20,2600,2660,2480,2580,1998300,ACB
2012-09-21,2580,2750,2580,2750,2269400,ACB
2012-09-24,2810,2930,2730,2880,1761000,ACB
2012-09-25,2830,2900,2760,2810,1092100,ACB
2012-09-26,2780,2810,2750,2760,665500,ACB
2012-09-27,2760,2810,2730,2730,455700,ACB
2012-09-28,2700,2800,2610,2760,883100,ACB
2012-10-01,2760,2760,2660,2660,1087100,ACB
2012-10-02,2650,2700,2630,2650,677300,ACB
2012-10-03,2630,2660,2630,2650,709600,ACB
2012-10-04,2650,2660,2630,2650,359600,ACB
2012-10-05,2650,2650,2610,2650,699900,ACB
2012-10-08,2630,2680,2610,2660,1692900,ACB
2012-10-09,2680,2700,2660,2680,2432500,ACB
2012-10-10,2680,2700,2660,2680,1987500,ACB
2012-10-11,2680,2780,2660,2710,2444200,ACB
2012-10-12,2710,2730,2700,2700,522200,ACB
2012-10-15,2700,2710,2660,2680,1528800,ACB
2012-10-16,2680,2710,2660,2710,1351800,ACB
2012-10-17,2710,2710,2680,2680,665600,ACB
2012-10-18,2700,2700,2660,2680,1191600,ACB
2012-10-19,2680,2700,2610,2650,1564600,ACB
2012-10-22,2610,2630,2480,2610,967700,ACB
2012-10-23,2610,2630,2600,2630,696800,ACB
2012-10-24,2630,2660,2600,2650,659900,ACB
2012-10-25,2630,2680,2630,2650,844000,ACB
2012-10-26,2600,2650,2560,2650,550300,ACB
2012-10-29,2650,2680,2630,2630,537800,ACB
2012-10-30,2630,2650,2600,2600,120900,ACB
2012-10-31,2560,2580,2510,2560,300000,ACB
2012-11-01,2580,2580,2530,2550,310200,ACB
2012-11-02,2550,2550,2400,2410,795700,ACB
2012-11-05,2410,2450,2380,2450,203800,ACB
2012-11-06,2450,2460,2430,2460,89400,ACB
2012-11-07,2460,2560,2450,2510,121200,ACB
2012-11-08,2430,2530,2430,2480,85000,ACB
2012-11-09,2500,2510,2480,2500,241100,ACB
2012-11-12,2510,2550,2500,2550,148700,ACB
2012-11-13,2550,2560,2510,2530,228600,ACB
2012-11-14,2530,2550,2510,2530,149900,ACB
2012-11-15,2560,2560,2480,2500,155800,ACB
2012-11-16,2510,2510,2480,2480,105300,ACB
2012-11-19,2480,2480,2430,2450,88600,ACB
2012-11-20,2460,2480,2450,2480,55700,ACB
2012-11-21,2460,2480,2450,2460,68000,ACB
2012-11-22,2480,2480,2450,2450,79900,ACB
2012-11-23,2450,2460,2430,2450,92400,ACB
2012-11-26,2460,2480,2450,2460,93300,ACB
2012-11-27,2460,2480,2450,2450,57600,ACB
2012-11-28,2450,2460,2430,2460,75800,ACB
2012-11-29,2460,2480,2450,2450,37600,ACB
2012-11-30,2450,2460,2430,2430,85200,ACB
2012-12-03,2430,2450,2430,2430,85000,ACB
2012-12-04,2450,2450,2430,2450,79700,ACB
2012-12-05,2460,2500,2460,2500,158300,ACB
2012-12-06,2500,2500,2450,2460,106200,ACB
2012-12-07,2480,2480,2460,2480,41800,ACB
2012-12-10,2480,2510,2450,2500,176300,ACB
2012-12-11,2510,2510,2480,2510,84900,ACB
2012-12-12,2480,2600,2480,2600,236600,ACB
2012-12-13,2610,2750,2600,2680,666300,ACB
2012-12-14,2680,2850,2680,2810,1305300,ACB
2012-12-17,2680,2810,2680,2750,387800,ACB
2012-12-18,2750,2750,2660,2680,356300,ACB
2012-12-19,2680,2760,2680,2730,335800,ACB
2012-12-20,2760,2760,2680,2710,203800,ACB
2012-12-21,2700,2710,2660,2700,162600,ACB
2012-12-24,2700,2750,2680,2680,265600,ACB
2012-12-25,2700,2750,2680,2680,460300,ACB
2012-12-26,2730,2750,2700,2750,349400,ACB
2012-12-27,2750,2760,2710,2730,598100,ACB
2012-12-28,2730,2760,2700,2730,641500,ACB
2013-01-02,2730,2920,2730,2900,2578600,ACB
2013-01-03,2930,2980,2800,2850,1967200,ACB
2013-01-03,2930,2980,2800,2850,1967200,ACB
2013-01-04,2830,2880,2800,2860,1170100,ACB
2013-01-07,2850,2930,2850,2860,1355700,ACB
2013-01-08,2860,2930,2830,2860,2180000,ACB
2013-01-09,2860,3050,2860,3030,3861400,ACB
2013-01-10,3030,3070,2960,3050,880700,ACB
2013-01-11,3180,3180,3050,3050,806200,ACB
2013-01-14,3080,3080,2960,3020,614300,ACB
2013-01-15,3050,3070,2950,3050,1310500,ACB
2013-01-16,3050,3150,3030,3080,1346900,ACB
2013-01-17,3050,3080,3000,3000,1068300,ACB
2013-01-18,3000,3000,2920,2960,679700,ACB
2013-01-21,2980,2980,2920,2930,341900,ACB
2013-01-22,2930,2950,2810,2830,738000,ACB
2013-01-23,2830,2860,2760,2850,331100,ACB
2013-01-24,2880,2920,2830,2900,333700,ACB
2013-01-25,2930,3000,2930,2960,786500,ACB
2013-01-28,2960,3030,2930,2960,1135900,ACB
2013-01-29,2960,3030,2950,3000,572800,ACB
2013-01-30,3020,3020,2960,2960,823600,ACB
2013-01-31,2950,3000,2930,2960,860100,ACB
2013-02-01,2930,2960,2930,2960,583900,ACB
2013-02-04,2960,2960,2930,2950,387200,ACB
2013-02-05,2950,2950,2900,2920,602000,ACB
2013-02-06,2920,2980,2920,2950,542700,ACB
2013-02-07,2960,3000,2930,2950,457800,ACB
2013-02-08,2960,3000,2950,2980,388500,ACB
2013-02-18,2980,3020,2950,2980,469400,ACB
2013-02-19,2980,2980,2930,2950,440200,ACB
2013-02-20,2920,2930,2850,2920,794100,ACB
2013-02-21,2920,2920,2750,2760,1450600,ACB
2013-02-22,2760,2850,2750,2810,725900,ACB
2013-02-25,2810,2830,2780,2800,279200,ACB
2013-02-26,2810,2810,2730,2750,1170100,ACB
2013-02-27,2730,2780,2710,2760,579700,ACB
2013-02-28,2780,2810,2760,2760,120800,ACB
2013-03-01,2780,2800,2760,2780,183700,ACB
2013-03-04,2780,2780,2730,2750,493100,ACB
2013-03-05,2730,2760,2710,2730,308000,ACB
2013-03-06,2700,2760,2680,2750,126600,ACB
2013-03-07,2730,2760,2730,2730,238100,ACB
2013-03-08,2730,2760,2710,2760,173900,ACB
2013-03-11,2650,2780,2650,2760,240000,ACB
2013-03-12,2800,2930,2750,2780,110600,ACB
2013-03-13,2780,2780,2750,2760,173900,ACB
2013-03-14,2750,2780,2750,2760,135300,ACB
2013-03-15,2760,2780,2750,2760,78200,ACB
2013-03-18,2760,2780,2750,2750,295500,ACB
2013-03-19,2760,2780,2750,2750,66000,ACB
2013-03-20,2760,2780,2760,2780,111200,ACB
2013-03-21,2780,2780,2750,2760,188800,ACB
2013-03-22,2760,2780,2750,2760,464500,ACB
2013-03-25,2760,2760,2730,2760,154200,ACB
2013-03-26,2760,2780,2730,2750,63700,ACB
2013-03-27,2750,2760,2700,2750,268300,ACB
2013-03-28,2760,2760,2730,2730,232000,ACB
2013-03-29,2760,2760,2710,2730,188300,ACB
2013-04-01,2710,2750,2710,2750,235700,ACB
2013-04-02,2750,2760,2730,2730,259400,ACB
2013-04-03,2760,2760,2710,2730,103700,ACB
2013-04-04,2730,2730,2700,2700,264100,ACB
2013-04-05,2730,2730,2680,2700,328400,ACB
2013-04-08,2710,2710,2660,2680,412400,ACB
2013-04-09,2680,2700,2660,2680,93600,ACB
2013-04-10,2680,2700,2660,2660,157400,ACB
2013-04-11,2660,2850,2660,2780,933300,ACB
2013-04-12,2780,2850,2750,2760,253600,ACB
2013-04-15,2760,2760,2680,2710,347300,ACB
2013-04-16,2700,2710,2660,2700,392200,ACB
2013-04-17,2650,2680,2630,2660,320700,ACB
2013-04-18,2650,2660,2630,2650,447500,ACB
2013-04-22,2650,2680,2650,2650,302400,ACB
2013-04-23,2650,2680,2650,2660,127600,ACB
2013-04-24,2680,2680,2650,2680,59500,ACB
2013-04-25,2680,2700,2660,2680,71200,ACB
2013-04-26,2680,2710,2680,2700,164700,ACB
2013-05-02,2700,2700,2680,2700,181300,ACB
2013-05-03,2680,2700,2680,2680,158400,ACB
2013-05-06,2680,2710,2680,2700,389900,ACB
2013-05-07,2710,2730,2680,2710,367200,ACB
2013-05-08,2730,2730,2700,2710,329000,ACB
2013-05-09,2710,2750,2710,2730,324500,ACB
2013-05-10,2750,2750,2710,2730,181700,ACB
2013-05-13,2730,2750,2730,2730,164800,ACB
2013-05-14,2730,2750,2710,2710,438800,ACB
2013-05-15,2730,2750,2710,2730,217400,ACB
2013-05-16,2760,2800,2750,2780,207300,ACB
2013-05-17,2850,2850,2800,2810,212300,ACB
2013-05-20,2810,2810,2780,2800,339800,ACB
2013-05-21,2800,2830,2780,2800,229800,ACB
2013-05-22,2830,3020,2830,2920,1511400,ACB
2013-05-23,2920,2940,2870,2880,502700,ACB
2013-05-24,2900,2900,2870,2880,106700,ACB
2013-05-27,2880,2920,2870,2880,678900,ACB
2013-05-28,2880,2920,2870,2900,660500,ACB
2013-05-29,2920,2940,2880,2880,673900,ACB
2013-05-30,2880,2900,2870,2880,319200,ACB
2013-05-31,2900,2920,2870,2870,684300,ACB
2013-06-03,2900,2970,2880,2940,1074900,ACB
2013-06-04,2940,2950,2870,2880,521500,ACB
2013-06-05,2900,2900,2870,2900,299300,ACB
2013-06-06,2900,2900,2880,2900,489200,ACB
2013-06-07,2900,2940,2880,2920,597700,ACB
2013-06-10,2940,2940,2900,2920,402400,ACB
2013-06-11,2940,2940,2900,2920,399200,ACB
2013-06-12,2900,2920,2880,2880,283000,ACB
2013-06-13,2900,2900,2850,2850,281500,ACB
2013-06-14,2880,2880,2830,2850,354200,ACB
2013-06-17,2870,2870,2800,2810,433100,ACB
2013-06-18,2810,2830,2760,2810,422300,ACB
2013-06-19,2810,2850,2800,2850,286800,ACB
2013-06-20,2850,2850,2800,2830,505600,ACB
2013-06-21,2810,2830,2800,2830,7000,ACB
2013-06-24,2830,2850,2800,2830,578000,ACB
2013-06-25,2810,2830,2800,2810,1440600,ACB
2013-06-26,2810,2830,2800,2810,336600,ACB
2013-06-27,2800,2810,2780,2800,778000,ACB
2013-06-28,2800,2830,2800,2800,675700,ACB
2013-07-01,2800,2810,2800,2810,341800,ACB
2013-07-02,2800,2830,2800,2830,339900,ACB
2013-07-03,2810,2830,2800,2810,374100,ACB
2013-07-04,2800,2830,2800,2810,298600,ACB
2013-07-05,2810,2810,2800,2800,309500,ACB
2013-07-08,2800,2800,2760,2780,62200,ACB
2013-07-09,2780,2800,2760,2780,341200,ACB
2013-07-10,2780,2800,2760,2800,132200,ACB
2013-07-11,2780,2800,2760,2780,80300,ACB
2013-07-12,2780,2800,2760,2800,231400,ACB
2013-07-15,2800,2800,2780,2780,124200,ACB
2013-07-16,2780,2800,2780,2780,68100,ACB
2013-07-17,2800,2830,2780,2810,450900,ACB
2013-07-18,2800,2830,2800,2800,232100,ACB
2013-07-19,2800,2810,2800,2800,228500,ACB
2013-07-22,2810,2810,2800,2800,423700,ACB
2013-07-23,2810,2810,2800,2800,150900,ACB
2013-07-24,2800,2800,2800,2800,413100,ACB
2013-07-25,2780,2800,2760,2760,231700,ACB
2013-07-26,2780,2780,2740,2760,403600,ACB
2013-07-29,2760,2800,2760,2780,152682,ACB
2013-07-30,2780,2810,2780,2800,195753,ACB
2013-07-31,2760,2790,2750,2760,468415,ACB
2013-08-01,2760,2760,2720,2740,654000,ACB
2013-08-02,2760,2770,2740,2740,130684,ACB
2013-08-05,2740,2750,2470,2740,366503,ACB
2013-08-06,2740,2760,2730,2740,293456,ACB
2013-08-07,2740,2760,2730,2760,90113,ACB
2013-08-08,2740,2740,2720,2730,386989,ACB
2013-08-09,2660,2740,2650,2710,410733,ACB
2013-08-12,2710,2750,2700,2710,202059,ACB
2013-08-13,2690,2730,2690,2710,161424,ACB
2013-08-14,2710,2770,2730,2740,43973,ACB
2013-08-15,2730,2740,2710,2730,75688,ACB
2013-08-16,2730,2710,2690,2710,191415,ACB
2013-08-19,2730,2740,2700,2730,137777,ACB
2013-08-20,2740,2740,2720,2730,91341,ACB
2013-08-21,2740,2740,2720,2730,136103,ACB
2013-08-22,2730,2730,2690,2710,198081,ACB
2013-08-23,2730,2720,2440,2710,258299,ACB
2013-08-26,2690,2720,2680,2710,59674,ACB
2013-08-27,2710,2710,2710,2710,85470,ACB
2013-08-28,2690,2680,2620,2660,314841,ACB
2013-08-29,2670,2670,2640,2660,382496,ACB
2013-08-30,2660,2720,2680,2690,204806,ACB
2013-09-03,2640,2680,2650,2670,55063,ACB
2013-09-04,2670,2670,2640,2660,79730,ACB
2013-09-05,2670,2690,2670,2670,126600,ACB
2013-09-06,2690,2700,2680,2690,58281,ACB
2013-09-09,2710,2700,2670,2670,176700,ACB
2013-09-10,2670,2720,2630,2690,29000,ACB
2013-09-11,2690,2730,2710,2710,74798,ACB
2013-09-12,2710,2690,2660,2670,209898,ACB
2013-09-13,2690,2710,2690,2690,55773,ACB
2013-09-16,2690,2710,2690,2690,78466,ACB
2013-09-17,2690,2710,2690,2690,161070,ACB
2013-09-18,2690,2700,2680,2690,200256,ACB
2013-09-19,2690,2710,2690,2690,330829,ACB
2013-09-20,2690,2730,2710,2710,184365,ACB
2013-09-23,2690,2710,2690,2690,766055,ACB
2013-09-24,2690,2710,2690,2710,340846,ACB
2013-09-25,2710,2730,2710,2710,160131,ACB
2013-09-26,2710,2730,2710,2710,82632,ACB
2013-09-27,2710,2730,2690,2710,245255,ACB
2013-09-30,2710,2710,2700,2710,94178,ACB
2013-10-01,2730,2770,2720,2740,163710,ACB
2013-10-02,2740,2740,2720,2730,112846,ACB
2013-10-03,2730,2760,2730,2740,78753,ACB
2013-10-04,2710,2730,2710,2730,108368,ACB
2013-10-07,2730,2760,2730,2740,108737,ACB
2013-10-08,2710,2740,2700,2730,199278,ACB
2013-10-09,2730,2780,2750,2760,166482,ACB
2013-10-10,2740,2760,2730,2740,170308,ACB
2013-10-11,2740,2740,2730,2740,74508,ACB
2013-10-14,2760,2760,2740,2740,301744,ACB
2013-10-15,2730,2770,2740,2760,198445,ACB
2013-10-16,2760,2790,2730,2760,161429,ACB
2013-10-17,2740,2770,2740,2740,127347,ACB
2013-10-18,2730,2760,2740,2740,47854,ACB
2013-10-21,2740,2750,2740,2740,155857,ACB
2013-10-22,2740,2740,2710,2730,180108,ACB
2013-10-23,2730,2730,2710,2730,71794,ACB
2013-10-24,2730,2740,2710,2730,229426,ACB
2013-10-25,2730,2750,2710,2730,97476,ACB
2013-10-28,2730,2720,2700,2710,136404,ACB
2013-10-29,2710,2740,2720,2730,176107,ACB
2013-10-30,2710,2740,2710,2730,84217,ACB
2013-10-31,2710,2740,2720,2730,252293,ACB
2013-11-01,2710,2770,2730,2740,69931,ACB
2013-11-04,2730,2740,2710,2730,56332,ACB
2013-11-05,2710,2760,2730,2740,58264,ACB
2013-11-06,2730,2740,2720,2730,56986,ACB
2013-11-07,2730,2720,2680,2710,25539,ACB
2013-11-08,2710,2730,2710,2710,29826,ACB
2013-11-11,2710,2730,2690,2710,125034,ACB
2013-11-12,2730,2740,2700,2730,111137,ACB
2013-11-13,2730,2740,2710,2730,88736,ACB
2013-11-14,2740,2740,2720,2730,44718,ACB
2013-11-15,2730,2740,2730,2730,48492,ACB
2013-11-18,2740,2740,2720,2730,327663,ACB
2013-11-19,2730,2760,2740,2740,18553,ACB
2013-11-20,2730,2760,2740,2740,70621,ACB
2013-11-21,2740,2740,2730,2740,156399,ACB
2013-11-22,2740,2740,2730,2740,93432,ACB
2013-11-25,2730,2760,2740,2740,128577,ACB
2013-11-26,2740,2740,2730,2740,35428,ACB
2013-11-27,2740,2760,2730,2740,168966,ACB
2013-11-28,2740,2720,2680,2710,83793,ACB
2013-11-29,2730,2740,2720,2730,78444,ACB
2013-12-02,2730,2740,2710,2730,68027,ACB
2013-12-03,2740,2740,2720,2730,200479,ACB
2013-12-04,2730,2760,2730,2740,151610,ACB
2013-12-05,2740,2760,2740,2740,115937,ACB
2013-12-06,2730,2740,2720,2730,110214,ACB
2013-12-09,2730,2750,2710,2730,69801,ACB
2013-12-10,2710,2750,2700,2730,274763,ACB
2013-12-11,2710,2730,2700,2710,293230,ACB
2013-12-12,2710,2750,2710,2730,224490,ACB
2013-12-13,2730,2730,2700,2730,212700,ACB
2013-12-16,2730,2740,2700,2730,153519,ACB
2013-12-17,2710,2730,2700,2730,255294,ACB
2013-12-18,2730,2740,2700,2730,193040,ACB
2013-12-19,2730,2750,2730,2740,160367,ACB
2013-12-20,2730,2740,2720,2730,25834,ACB
2013-12-23,2730,2750,2740,2740,118135,ACB
2013-12-24,2740,2750,2730,2740,57644,ACB
2013-12-25,2740,2740,2730,2730,44447,ACB
2013-12-26,2730,2740,2720,2730,100900,ACB
2013-12-27,2730,2760,2740,2740,152742,ACB
2013-12-30,2740,2760,2740,2740,342032,ACB
2013-12-31,2730,2740,2720,2730,165530,ACB
2014-01-02,2740,2750,2730,2740,146982,ACB
2014-01-02,2740,2750,2730,2740,146982,ACB
2014-01-03,2740,2780,2740,2760,98656,ACB
2014-01-06,2730,2760,2730,2740,190009,ACB
2014-01-07,2760,2810,2740,2780,152905,ACB
2014-01-08,2780,2780,2740,2760,58852,ACB
2014-01-09,2740,2790,2760,2780,72432,ACB
2014-01-10,2780,2840,2770,2800,160305,ACB
2014-01-13,2780,2800,2760,2780,27243,ACB
2014-01-14,2780,2850,2780,2830,198230,ACB
2014-01-15,2760,2840,2760,2830,140117,ACB
2014-01-16,2830,2830,2780,2810,102763,ACB
2014-01-17,2810,2930,2830,2880,339893,ACB
2014-01-20,2880,2880,2830,2870,258622,ACB
2014-01-21,2850,2840,2790,2810,144669,ACB
2014-01-22,2810,2820,2800,2810,173860,ACB
2014-01-23,2830,2830,2800,2810,45473,ACB
2014-01-24,2810,2850,2820,2830,79711,ACB
2014-01-27,2830,2830,2810,2830,61108,ACB
2014-02-06,2830,2840,2820,2830,39130,ACB
2014-02-07,2830,2860,2820,2830,80742,ACB
2014-02-10,2830,2850,2810,2830,551546,ACB
2014-02-11,2830,2870,2830,2850,472956,ACB
2014-02-12,2830,2880,2830,2870,149504,ACB
2014-02-13,2880,2920,2850,2880,159044,ACB
2014-02-14,2880,2900,2870,2880,178059,ACB
2014-02-17,2870,2860,2790,2810,533459,ACB
2014-02-18,2810,2840,2800,2810,576724,ACB
2014-02-19,2810,2840,2810,2810,443485,ACB
2014-02-20,2810,2820,2770,2800,292230,ACB
2014-02-21,2810,2820,2800,2810,138041,ACB
2014-02-24,2800,2820,2800,2810,141679,ACB
2014-02-25,2810,2830,2790,2810,237673,ACB
2014-02-26,2800,2870,2820,2850,653738,ACB
2014-02-27,2850,3140,2840,3020,1517007,ACB
2014-02-28,3020,3050,2930,2990,377052,ACB
2014-03-03,2990,2970,2900,2920,305876,ACB
2014-03-04,2880,2930,2860,2900,269216,ACB
2014-03-05,2900,2930,2880,2900,209310,ACB
2014-03-06,3090,3100,2870,2900,481079,ACB
2014-03-07,2900,2920,2880,2900,214785,ACB
2014-03-10,2880,2900,2870,2880,213819,ACB
2014-03-11,2880,2900,2860,2880,322067,ACB
2014-03-12,2880,2890,2850,2870,212082,ACB
2014-03-13,2870,2900,2880,2880,310883,ACB
2014-03-14,2880,2900,2880,2880,494631,ACB
2014-03-17,2880,2920,2890,2900,728589,ACB
2014-03-18,2900,3050,2940,2990,652345,ACB
2014-03-19,3000,3110,2990,3060,612020,ACB
2014-03-20,3000,3070,3020,3040,452237,ACB
2014-03-21,3000,3050,3000,3020,405430,ACB
2014-03-24,3040,3070,3000,3060,565578,ACB
2014-03-25,3060,3060,3000,3020,502703,ACB
2014-03-26,3020,3000,2950,2970,583854,ACB
2014-03-27,2920,2990,2920,2970,296773,ACB
2014-03-28,2990,3010,2980,2990,115058,ACB
2014-03-31,2990,3000,2980,2990,199778,ACB
2014-04-01,2970,2970,2940,2950,521973,ACB
2014-04-02,2940,2950,2920,2940,340174,ACB
2014-04-03,2950,3060,2980,3000,261047,ACB
2014-04-04,2970,3010,2980,2990,151083,ACB
2014-04-07,2920,3010,2920,2950,47730,ACB
2014-04-08,2970,2970,2930,2940,51025,ACB
2014-04-10,2940,2980,2940,2950,67181,ACB
2014-04-11,2950,2970,2940,2950,435510,ACB
2014-04-14,2970,3010,2950,2990,225754,ACB
2014-04-15,2990,2940,2870,2920,310269,ACB
2014-04-16,2920,2970,2900,2940,351254,ACB
2014-04-17,2940,2920,2880,2920,222188,ACB
2014-04-18,2920,2940,2900,2920,493684,ACB
2014-04-21,2900,2920,2880,2900,105128,ACB
2014-04-22,2900,2940,2920,2920,126533,ACB
2014-04-23,2880,2900,2870,2880,70037,ACB
2014-04-24,2880,2850,2800,2830,124474,ACB
2014-04-25,2830,2910,2830,2880,124699,ACB
2014-04-28,2900,2900,2860,2870,94101,ACB
2014-04-29,2880,2880,2860,2870,44670,ACB
2014-05-05,2870,2890,2860,2870,246411,ACB
2014-05-06,2870,2880,2830,2850,231759,ACB
2014-05-07,2870,2870,2820,2870,101720,ACB
2014-05-08,2850,2860,2700,2760,198453,ACB
2014-05-09,2760,2840,2760,2810,252229,ACB
2014-05-12,2760,2750,2700,2730,160743,ACB
2014-05-13,2740,2780,2740,2740,118603,ACB
2014-05-14,2760,2880,2780,2800,108281,ACB
2014-05-15,2780,2840,2790,2820,81150,ACB
2014-05-16,2840,2840,2800,2820,152398,ACB
2014-05-19,2800,2870,2810,2820,55680,ACB
2014-05-20,2820,2850,2800,2820,11744,ACB
2014-05-21,2840,2910,2840,2870,133886,ACB
2014-05-22,2870,2890,2840,2850,73670,ACB
2014-05-23,2800,2850,2800,2840,14386,ACB
2014-05-26,2820,2850,2830,2840,8700,ACB
2014-05-27,2820,2910,2850,2870,48647,ACB
2014-05-28,2870,2910,2850,2890,44261,ACB
2014-05-29,2850,2900,2860,2870,36748,ACB
2014-05-30,2850,2900,2850,2870,156903,ACB
2014-06-02,2850,2860,2820,2840,36489,ACB
2014-06-03,2850,2870,2760,2800,89839,ACB
2014-06-04,2800,2860,2800,2840,42853,ACB
2014-06-05,2840,2840,2810,2840,50359,ACB
2014-06-06,2840,2870,2850,2850,78759,ACB
2014-06-09,2870,2860,2830,2850,64344,ACB
2014-06-10,2840,2860,2790,2840,33196,ACB
2014-06-11,2820,2900,2850,2870,65325,ACB
2014-06-12,2850,2870,2830,2850,151141,ACB
2014-06-13,2820,2850,2820,2840,56672,ACB
2014-06-16,2840,2840,2820,2840,50058,ACB
2014-06-17,2820,2850,2840,2840,86312,ACB
2014-06-18,2820,2820,2800,2820,139572,ACB
